SampleID,PairID,Category,EventCode,Month,Season,Matrix,Station,Latitude,Longitude,Depth_cm,BottleType,InputZone,pH,EC_uScm,TDS_mgL,Ca_mgL,Mg_mgL,Na_mgL,K_mgL,HCO3_mgL,Cl_mgL,SO4_mgL,NO3_mgL,d15N_NO3_permil,d18O_NO3_permil,d2H_H2O_permil,d18O_H2O_permil
E5-PEAK-BH4-A,E5-PEAK-BH4,Routine,E5-PEAK,13,wet_peak,groundwater,BH4,10.869,-0.9,,A,downgradient,6.6,1097.0,690.0,93.95,24.62,45.12,5.17,,,,,,,,
E5-PEAK-BH4-I,E5-PEAK-BH4,Routine,E5-PEAK,13,wet_peak,groundwater,BH4,10.869,-0.9,,I,downgradient,6.6,1097.0,690.0,,,,,,,,116.23,11.803660813019228,13.806653607396637,,
E5-PEAK-BH4-U,E5-PEAK-BH4,Routine,E5-PEAK,13,wet_peak,groundwater,BH4,10.869,-0.9,,U,downgradient,6.6,1097.0,690.0,,,,,336.0,39.47,18.28,116.23,,,,
E5-PEAK-BH4-W,E5-PEAK-BH4,Routine,E5-PEAK,13,wet_peak,groundwater,BH4,10.869,-0.9,,W,downgradient,6.6,1097.0,690.0,,,,,,,,,,,-18.56698073504834,-3.937530437094183
E5-PEAK-L1-30cm-A,E5-PEAK-L1-30,Routine,E5-PEAK,13,wet_peak,soil_water,L1,10.892,-0.928,30.0,A,high_input,6.5,410.0,295.0,30.48,11.85,27.49,4.1,,,,,,,,
E5-PEAK-L1-30cm-I,E5-PEAK-L1-30,Routine,E5-PEAK,13,wet_peak,soil_water,L1,10.892,-0.928,30.0,I,high_input,6.5,410.0,295.0,,,,,,,,124.55,-1.964342937658821,11.657191259273644,,
E5-PEAK-L1-30cm-U,E5-PEAK-L1-30,Routine,E5-PEAK,13,wet_peak,soil_water,L1,10.892,-0.928,30.0,U,high_input,6.5,410.0,295.0,,,,,54.0,24.84,10.62,124.55,,,,
E5-PEAK-L1-30cm-W,E5-PEAK-L1-30,Routine,E5-PEAK,13,wet_peak,soil_water,L1,10.892,-0.928,30.0,W,high_input,6.5,410.0,295.0,,,,,,,,,,,-9.721555462816193,-2.432228036603411
E5-PEAK-L1-60cm-A,E5-PEAK-L1-60,Routine,E5-PEAK,13,wet_peak,soil_water,L1,10.892,-0.928,60.0,A,high_input,5.8,759.0,529.0,72.92,20.6,29.85,3.46,,,,,,,,
E5-PEAK-L1-60cm-I,E5-PEAK-L1-60,Routine,E5-PEAK,13,wet_peak,soil_water,L1,10.892,-0.928,60.0,I,high_input,5.8,759.0,529.0,,,,,,,,268.65,2.848699639765706,9.036311107275168,,
E5-PEAK-L1-60cm-U,E5-PEAK-L1-60,Routine,E5-PEAK,13,wet_peak,soil_water,L1,10.892,-0.928,60.0,U,high_input,5.8,759.0,529.0,,,,,42.0,29.35,51.28,268.65,,,,
E5-PEAK-L1-60cm-W,E5-PEAK-L1-60,Routine,E5-PEAK,13,wet_peak,soil_water,L1,10.892,-0.928,60.0,W,high_input,5.8,759.0,529.0,,,,,,,,,,,-4.883685780120355,-1.7248130790644502
E5-PEAK-L2-30cm-A,E5-PEAK-L2-30,Routine,E5-PEAK,13,wet_peak,soil_water,L2,10.889,-0.925,30.0,A,moderate_input,6.7,462.0,333.0,29.81,8.24,46.31,5.05,,,,,,,,
E5-PEAK-L2-30cm-I,E5-PEAK-L2-30,Routine,E5-PEAK,13,wet_peak,soil_water,L2,10.889,-0.925,30.0,I,moderate_input,6.7,462.0,333.0,,,,,,,,121.9,-0.3652098448201931,12.99446215413542,,
E5-PEAK-L2-30cm-U,E5-PEAK-L2-30,Routine,E5-PEAK,13,wet_peak,soil_water,L2,10.889,-0.925,30.0,U,moderate_input,6.7,462.0,333.0,,,,,43.0,42.31,23.27,121.9,,,,
E5-PEAK-L2-30cm-W,E5-PEAK-L2-30,Routine,E5-PEAK,13,wet_peak,soil_water,L2,10.889,-0.925,30.0,W,moderate_input,6.7,462.0,333.0,,,,,,,,,,,-14.657615577160286,-3.4082095355956588
E5-PEAK-L2-60cm-A,E5-PEAK-L2-60,Routine,E5-PEAK,13,wet_peak,soil_water,L2,10.889,-0.925,60.0,A,moderate_input,5.4,793.0,495.0,83.95,21.26,13.65,6.59,,,,,,,,
E5-PEAK-L2-60cm-I,E5-PEAK-L2-60,Routine,E5-PEAK,13,wet_peak,soil_water,L2,10.889,-0.925,60.0,I,moderate_input,5.4,793.0,495.0,,,,,,,,113.82,5.275554005192042,15.679185370367431,,
E5-PEAK-L2-60cm-U,E5-PEAK-L2-60,Routine,E5-PEAK,13,wet_peak,soil_water,L2,10.889,-0.925,60.0,U,moderate_input,5.4,793.0,495.0,,,,,180.0,47.76,22.42,113.82,,,,
E5-PEAK-L2-60cm-W,E5-PEAK-L2-60,Routine,E5-PEAK,13,wet_peak,soil_water,L2,10.889,-0.925,60.0,W,moderate_input,5.4,793.0,495.0,,,,,,,,,,,-7.805343490056163,-2.640373324226836
E5-PEAK-L3-30cm-A,E5-PEAK-L3-30,Routine,E5-PEAK,13,wet_peak,soil_water,L3,10.885,-0.868,30.0,A,low_input,5.9,332.0,200.0,23.06,7.64,33.65,3.06,,,,,,,,
E5-PEAK-L3-30cm-I,E5-PEAK-L3-30,Routine,E5-PEAK,13,wet_peak,soil_water,L3,10.885,-0.868,30.0,I,low_input,5.9,332.0,200.0,,,,,,,,41.12,1.7797883398680732,11.508345570326927,,
E5-PEAK-L3-30cm-U,E5-PEAK-L3-30,Routine,E5-PEAK,13,wet_peak,soil_water,L3,10.885,-0.868,30.0,U,low_input,5.9,332.0,200.0,,,,,36.0,28.22,15.45,41.12,,,,
E5-PEAK-L3-30cm-W,E5-PEAK-L3-30,Routine,E5-PEAK,13,wet_peak,soil_water,L3,10.885,-0.868,30.0,W,low_input,5.9,332.0,200.0,,,,,,,,,,,-11.893094616107922,-3.2024446875157926
E5-PEAK-L3-60cm-A,E5-PEAK-L3-60,Routine,E5-PEAK,13,wet_peak,soil_water,L3,10.885,-0.868,60.0,A,low_input,6.8,498.0,372.0,70.14,17.08,9.59,3.59,,,,,,,,
E5-PEAK-L3-60cm-I,E5-PEAK-L3-60,Routine,E5-PEAK,13,wet_peak,soil_water,L3,10.885,-0.868,60.0,I,low_input,6.8,498.0,372.0,,,,,,,,42.95,4.411427006263952,11.308331460742195,,
E5-PEAK-L3-60cm-U,E5-PEAK-L3-60,Routine,E5-PEAK,13,wet_peak,soil_water,L3,10.885,-0.868,60.0,U,low_input,6.8,498.0,372.0,,,,,179.0,25.55,16.55,42.95,,,,
E5-PEAK-L3-60cm-W,E5-PEAK-L3-60,Routine,E5-PEAK,13,wet_peak,soil_water,L3,10.885,-0.868,60.0,W,low_input,6.8,498.0,372.0,,,,,,,,,,,-15.071060520759808,-3.467215038248137
E5-PEAK-L4-30cm-A,E5-PEAK-L4-30,Routine,E5-PEAK,13,wet_peak,soil_water,L4,10.891,-0.89,30.0,A,high_input_manure,6.1,481.0,395.0,33.6,13.44,29.83,9.74,,,,,,,,
E5-PEAK-L4-30cm-I,E5-PEAK-L4-30,Routine,E5-PEAK,13,wet_peak,soil_water,L4,10.891,-0.89,30.0,I,high_input_manure,6.1,481.0,395.0,,,,,,,,196.49,-1.9535749152445765,8.848222774452337,,
E5-PEAK-L4-30cm-U,E5-PEAK-L4-30,Routine,E5-PEAK,13,wet_peak,soil_water,L4,10.891,-0.89,30.0,U,high_input_manure,6.1,481.0,395.0,,,,,58.0,32.24,11.1,196.49,,,,
E5-PEAK-L4-30cm-W,E5-PEAK-L4-30,Routine,E5-PEAK,13,wet_peak,soil_water,L4,10.891,-0.89,30.0,W,high_input_manure,6.1,481.0,395.0,,,,,,,,,,,-11.010032350150505,-3.049003179099953
E5-PEAK-L4-60cm-A,E5-PEAK-L4-60,Routine,E5-PEAK,13,wet_peak,soil_water,L4,10.891,-0.89,60.0,A,high_input_manure,6.4,1012.0,754.0,74.96,28.2,32.25,7.37,,,,,,,,
E5-PEAK-L4-60cm-I,E5-PEAK-L4-60,Routine,E5-PEAK,13,wet_peak,soil_water,L4,10.891,-0.89,60.0,I,high_input_manure,6.4,1012.0,754.0,,,,,,,,469.75,1.3176643355636373,12.301452793349425,,
E5-PEAK-L4-60cm-U,E5-PEAK-L4-60,Routine,E5-PEAK,13,wet_peak,soil_water,L4,10.891,-0.89,60.0,U,high_input_manure,6.4,1012.0,754.0,,,,,47.0,35.36,52.19,469.75,,,,
E5-PEAK-L4-60cm-W,E5-PEAK-L4-60,Routine,E5-PEAK,13,wet_peak,soil_water,L4,10.891,-0.89,60.0,W,high_input_manure,6.4,1012.0,754.0,,,,,,,,,,,-6.624650896776564,-2.3557064640310776
E6-LATE-BH1-A,E6-LATE-BH1,Routine,E6-LATE,17,wet_late,groundwater,BH1,10.878,-0.915,,A,upgradient,6.5,1106.0,722.0,120.69,27.2,22.66,3.47,,,,,,,,
E6-LATE-BH1-I,E6-LATE-BH1,Routine,E6-LATE,17,wet_late,groundwater,BH1,10.878,-0.915,,I,upgradient,6.5,1106.0,722.0,,,,,,,,15.81,6.491226966586647,8.511761153880155,,
E6-LATE-BH1-U,E6-LATE-BH1,Routine,E6-LATE,17,wet_late,groundwater,BH1,10.878,-0.915,,U,upgradient,6.5,1106.0,722.0,,,,,431.0,12.01,76.66,15.81,,,,
E6-LATE-BH1-W,E6-LATE-BH1,Routine,E6-LATE,17,wet_late,groundwater,BH1,10.878,-0.915,,W,upgradient,6.5,1106.0,722.0,,,,,,,,,,,-13.011627019933508,-3.59382215090774
E6-LATE-BH2-A,E6-LATE-BH2,Routine,E6-LATE,17,wet_late,groundwater,BH2,10.875,-0.91,,A,downgradient,7.2,583.0,425.0,63.65,27.6,13.47,2.46,,,,,,,,
E6-LATE-BH2-I,E6-LATE-BH2,Routine,E6-LATE,17,wet_late,groundwater,BH2,10.875,-0.91,,I,downgradient,7.2,583.0,425.0,,,,,,,,90.84,11.524962484877015,13.689514229708848,,
E6-LATE-BH2-U,E6-LATE-BH2,Routine,E6-LATE,17,wet_late,groundwater,BH2,10.875,-0.91,,U,downgradient,7.2,583.0,425.0,,,,,112.0,93.77,11.08,90.84,,,,
E6-LATE-BH2-W,E6-LATE-BH2,Routine,E6-LATE,17,wet_late,groundwater,BH2,10.875,-0.91,,W,downgradient,7.2,583.0,425.0,,,,,,,,,,,-13.550205871491084,-3.3879304924697062
E6-LATE-BH3-A,E6-LATE-BH3,Routine,E6-LATE,17,wet_late,groundwater,BH3,10.872,-0.905,,A,downgradient,6.4,726.0,509.0,94.62,16.21,22.51,3.42,,,,,,,,
E6-LATE-BH3-I,E6-LATE-BH3,Routine,E6-LATE,17,wet_late,groundwater,BH3,10.872,-0.905,,I,downgradient,6.4,726.0,509.0,,,,,,,,136.62,8.02119326579749,10.885334263249772,,
E6-LATE-BH3-U,E6-LATE-BH3,Routine,E6-LATE,17,wet_late,groundwater,BH3,10.872,-0.905,,U,downgradient,6.4,726.0,509.0,,,,,111.0,104.82,8.86,136.62,,,,
E6-LATE-BH3-W,E6-LATE-BH3,Routine,E6-LATE,17,wet_late,groundwater,BH3,10.872,-0.905,,W,downgradient,6.4,726.0,509.0,,,,,,,,,,,-9.215029877490268,-2.6450900028746966
E6-LATE-BH4-A,E6-LATE-BH4,Routine,E6-LATE,17,wet_late,groundwater,BH4,10.869,-0.9,,A,downgradient,7.1,1209.0,764.0,93.79,18.11,85.92,4.42,,,,,,,,
E6-LATE-BH4-I,E6-LATE-BH4,Routine,E6-LATE,17,wet_late,groundwater,BH4,10.869,-0.9,,I,downgradient,7.1,1209.0,764.0,,,,,,,,52.3,10.312546806336991,12.440673360843212,,
E6-LATE-BH4-U,E6-LATE-BH4,Routine,E6-LATE,17,wet_late,groundwater,BH4,10.869,-0.9,,U,downgradient,7.1,1209.0,764.0,,,,,389.0,33.88,73.95,52.3,,,,
E6-LATE-BH4-W,E6-LATE-BH4,Routine,E6-LATE,17,wet_late,groundwater,BH4,10.869,-0.9,,W,downgradient,7.1,1209.0,764.0,,,,,,,,,,,-14.657714106092458,-3.755207038811776
E6-LATE-L1-30cm-A,E6-LATE-L1-30,Routine,E6-LATE,17,wet_late,soil_water,L1,10.892,-0.928,30.0,A,high_input,6.2,524.0,389.0,53.93,6.36,45.0,2.26,,,,,,,,
E6-LATE-L1-30cm-I,E6-LATE-L1-30,Routine,E6-LATE,17,wet_late,soil_water,L1,10.892,-0.928,30.0,I,high_input,6.2,524.0,389.0,,,,,,,,77.32,-1.8403333066402427,17.20149229759005,,
E6-LATE-L1-30cm-U,E6-LATE-L1-30,Routine,E6-LATE,17,wet_late,soil_water,L1,10.892,-0.928,30.0,U,high_input,6.2,524.0,389.0,,,,,116.0,63.43,15.2,77.32,,,,
E6-LATE-L1-30cm-W,E6-LATE-L1-30,Routine,E6-LATE,17,wet_late,soil_water,L1,10.892,-0.928,30.0,W,high_input,6.2,524.0,389.0,,,,,,,,,,,-3.6964568254982977,-2.138194002010087
E6-LATE-L1-60cm-A,E6-LATE-L1-60,Routine,E6-LATE,17,wet_late,soil_water,L1,10.892,-0.928,60.0,A,high_input,6.1,831.0,577.0,83.5,27.89,25.41,2.6,,,,,,,,
E6-LATE-L1-60cm-I,E6-LATE-L1-60,Routine,E6-LATE,17,wet_late,soil_water,L1,10.892,-0.928,60.0,I,high_input,6.1,831.0,577.0,,,,,,,,96.81,2.3162621720024053,15.517798036471484,,
E6-LATE-L1-60cm-U,E6-LATE-L1-60,Routine,E6-LATE,17,wet_late,soil_water,L1,10.892,-0.928,60.0,U,high_input,6.1,831.0,577.0,,,,,258.0,47.09,25.67,96.81,,,,
E6-LATE-L1-60cm-W,E6-LATE-L1-60,Routine,E6-LATE,17,wet_late,soil_water,L1,10.892,-0.928,60.0,W,high_input,6.1,831.0,577.0,,,,,,,,,,,-9.024394206768765,-2.7202515393434155
E6-LATE-L2-30cm-A,E6-LATE-L2-30,Routine,E6-LATE,17,wet_late,soil_water,L2,10.889,-0.925,30.0,A,moderate_input,5.6,651.0,391.0,60.31,8.98,21.96,6.38,,,,,,,,
E6-LATE-L2-30cm-I,E6-LATE-L2-30,Routine,E6-LATE,17,wet_late,soil_water,L2,10.889,-0.925,30.0,I,moderate_input,5.6,651.0,391.0,,,,,,,,54.34,0.8464558721432389,8.179978258430406,,
E6-LATE-L2-30cm-U,E6-LATE-L2-30,Routine,E6-LATE,17,wet_late,soil_water,L2,10.889,-0.925,30.0,U,moderate_input,5.6,651.0,391.0,,,,,210.0,10.89,9.61,54.34,,,,
E6-LATE-L2-30cm-W,E6-LATE-L2-30,Routine,E6-LATE,17,wet_late,soil_water,L2,10.889,-0.925,30.0,W,moderate_input,5.6,651.0,391.0,,,,,,,,,,,0.3639553541991773,-1.6246632864188084
E6-LATE-L2-60cm-A,E6-LATE-L2-60,Routine,E6-LATE,17,wet_late,soil_water,L2,10.889,-0.925,60.0,A,moderate_input,5.4,804.0,482.0,51.97,12.82,53.07,5.75,,,,,,,,
E6-LATE-L2-60cm-I,E6-LATE-L2-60,Routine,E6-LATE,17,wet_late,soil_water,L2,10.889,-0.925,60.0,I,moderate_input,5.4,804.0,482.0,,,,,,,,115.77,1.2916710037411068,10.536203147176703,,
E6-LATE-L2-60cm-U,E6-LATE-L2-60,Routine,E6-LATE,17,wet_late,soil_water,L2,10.889,-0.925,60.0,U,moderate_input,5.4,804.0,482.0,,,,,167.0,18.29,48.42,115.77,,,,
E6-LATE-L2-60cm-W,E6-LATE-L2-60,Routine,E6-LATE,17,wet_late,soil_water,L2,10.889,-0.925,60.0,W,moderate_input,5.4,804.0,482.0,,,,,,,,,,,-12.005516350512949,-2.827320942006411
E6-LATE-L3-30cm-A,E6-LATE-L3-30,Routine,E6-LATE,17,wet_late,soil_water,L3,10.885,-0.868,30.0,A,low_input,5.9,411.0,322.0,49.96,7.33,13.89,4.34,,,,,,,,
E6-LATE-L3-30cm-I,E6-LATE-L3-30,Routine,E6-LATE,17,wet_late,soil_water,L3,10.885,-0.868,30.0,I,low_input,5.9,411.0,322.0,,,,,,,,23.51,4.4113805059830815,10.756126703066077,,
E6-LATE-L3-30cm-U,E6-LATE-L3-30,Routine,E6-LATE,17,wet_late,soil_water,L3,10.885,-0.868,30.0,U,low_input,5.9,411.0,322.0,,,,,206.0,5.46,5.96,23.51,,,,
E6-LATE-L3-30cm-W,E6-LATE-L3-30,Routine,E6-LATE,17,wet_late,soil_water,L3,10.885,-0.868,30.0,W,low_input,5.9,411.0,322.0,,,,,,,,,,,-2.9688042561853143,-2.080753542881804
E6-LATE-L3-60cm-A,E6-LATE-L3-60,Routine,E6-LATE,17,wet_late,soil_water,L3,10.885,-0.868,60.0,A,low_input,6.5,619.0,372.0,42.08,12.03,38.76,3.13,,,,,,,,
E6-LATE-L3-60cm-I,E6-LATE-L3-60,Routine,E6-LATE,17,wet_late,soil_water,L3,10.885,-0.868,60.0,I,low_input,6.5,619.0,372.0,,,,,,,,52.02,2.347513639923269,5.919444702694533,,
E6-LATE-L3-60cm-U,E6-LATE-L3-60,Routine,E6-LATE,17,wet_late,soil_water,L3,10.885,-0.868,60.0,U,low_input,6.5,619.0,372.0,,,,,170.0,10.01,32.2,52.02,,,,
E6-LATE-L3-60cm-W,E6-LATE-L3-60,Routine,E6-LATE,17,wet_late,soil_water,L3,10.885,-0.868,60.0,W,low_input,6.5,619.0,372.0,,,,,,,,,,,-16.18761834046321,-3.2094725320590927
E6-LATE-L4-30cm-A,E6-LATE-L4-30,Routine,E6-LATE,17,wet_late,soil_water,L4,10.891,-0.89,30.0,A,high_input_manure,6.4,675.0,457.0,64.57,8.09,41.34,4.22,,,,,,,,
E6-LATE-L4-30cm-I,E6-LATE-L4-30,Routine,E6-LATE,17,wet_late,soil_water,L4,10.891,-0.89,30.0,I,high_input_manure,6.4,675.0,457.0,,,,,,,,115.72,1.6175931802415393,11.64187449756447,,
E6-LATE-L4-30cm-U,E6-LATE-L4-30,Routine,E6-LATE,17,wet_late,soil_water,L4,10.891,-0.89,30.0,U,high_input_manure,6.4,675.0,457.0,,,,,125.0,74.41,16.6,115.72,,,,
E6-LATE-L4-30cm-W,E6-LATE-L4-30,Routine,E6-LATE,17,wet_late,soil_water,L4,10.891,-0.89,30.0,W,high_input_manure,6.4,675.0,457.0,,,,,,,,,,,-9.09198420393392,-2.3708593148077126
E6-LATE-L4-60cm-A,E6-LATE-L4-60,Routine,E6-LATE,17,wet_late,soil_water,L4,10.891,-0.89,60.0,A,high_input_manure,6.2,958.0,661.0,103.41,34.88,25.8,5.18,,,,,,,,
E6-LATE-L4-60cm-I,E6-LATE-L4-60,Routine,E6-LATE,17,wet_late,soil_water,L4,10.891,-0.89,60.0,I,high_input_manure,6.2,958.0,661.0,,,,,,,,127.03,2.617482345404636,11.122096161336106,,
E6-LATE-L4-60cm-U,E6-LATE-L4-60,Routine,E6-LATE,17,wet_late,soil_water,L4,10.891,-0.89,60.0,U,high_input_manure,6.2,958.0,661.0,,,,,273.0,62.0,22.7,127.03,,,,
E6-LATE-L4-60cm-W,E6-LATE-L4-60,Routine,E6-LATE,17,wet_late,soil_water,L4,10.891,-0.89,60.0,W,high_input_manure,6.2,958.0,661.0,,,,,,,,,,,-8.45054345821714,-2.380524208710576
E7-END-AW1-A,E7-END-AW1,Routine,E7-END,21,dry_return,groundwater,AW1,10.865,-0.895,,A,supplementary,7.3,1315.0,897.0,113.85,31.21,73.72,5.01,,,,,,,,
E7-END-AW1-U,E7-END-AW1,Routine,E7-END,21,dry_return,groundwater,AW1,10.865,-0.895,,U,supplementary,7.3,1315.0,897.0,,,,,484.0,65.76,42.23,69.49,,,,
E7-END-AW1-W,E7-END-AW1,Routine,E7-END,21,dry_return,groundwater,AW1,10.865,-0.895,,W,supplementary,7.3,1315.0,897.0,,,,,,,,,,,-12.78843304844744,-3.414022434909613
E7-END-AW2-A,E7-END-AW2,Routine,E7-END,21,dry_return,groundwater,AW2,10.863,-0.892,,A,supplementary,7.0,1186.0,869.0,91.27,39.2,81.65,7.22,,,,,,,,
E7-END-AW2-U,E7-END-AW2,Routine,E7-END,21,dry_return,groundwater,AW2,10.863,-0.892,,U,supplementary,7.0,1186.0,869.0,,,,,430.0,65.65,51.83,95.8,,,,
E7-END-AW2-W,E7-END-AW2,Routine,E7-END,21,dry_return,groundwater,AW2,10.863,-0.892,,W,supplementary,7.0,1186.0,869.0,,,,,,,,,,,-7.544474340969851,-2.675735757044742
E7-END-AW3-A,E7-END-AW3,Routine,E7-END,21,dry_return,groundwater,AW3,10.861,-0.889,,A,supplementary,6.9,1067.0,656.0,90.85,22.97,57.94,1.96,,,,,,,,
E7-END-AW3-U,E7-END-AW3,Routine,E7-END,21,dry_return,groundwater,AW3,10.861,-0.889,,U,supplementary,6.9,1067.0,656.0,,,,,279.0,82.02,81.67,27.96,,,,
E7-END-AW3-W,E7-END-AW3,Routine,E7-END,21,dry_return,groundwater,AW3,10.861,-0.889,,W,supplementary,6.9,1067.0,656.0,,,,,,,,,,,-17.409028242343574,-4.034627242214238
E7-END-AW4-A,E7-END-AW4,Routine,E7-END,21,dry_return,groundwater,AW4,10.859,-0.886,,A,supplementary,7.2,908.0,643.0,58.5,31.8,71.02,7.97,,,,,,,,
E7-END-AW4-U,E7-END-AW4,Routine,E7-END,21,dry_return,groundwater,AW4,10.859,-0.886,,U,supplementary,7.2,908.0,643.0,,,,,207.0,100.6,36.66,124.22,,,,
E7-END-AW4-W,E7-END-AW4,Routine,E7-END,21,dry_return,groundwater,AW4,10.859,-0.886,,W,supplementary,7.2,908.0,643.0,,,,,,,,,,,-11.560909088875633,-2.9444619648905848
E7-END-AW5-A,E7-END-AW5,Routine,E7-END,21,dry_return,groundwater,AW5,10.857,-0.883,,A,supplementary,6.7,802.0,512.0,69.53,17.37,39.51,3.0,,,,,,,,
E7-END-AW5-U,E7-END-AW5,Routine,E7-END,21,dry_return,groundwater,AW5,10.857,-0.883,,U,supplementary,6.7,802.0,512.0,,,,,192.0,18.36,49.87,116.77,,,,
E7-END-AW5-W,E7-END-AW5,Routine,E7-END,21,dry_return,groundwater,AW5,10.857,-0.883,,W,supplementary,6.7,802.0,512.0,,,,,,,,,,,-9.564487508655944,-2.858851560644228
E7-END-AW6-A,E7-END-AW6,Routine,E7-END,21,dry_return,groundwater,AW6,10.855,-0.88,,A,supplementary,6.5,833.0,648.0,82.26,26.68,55.58,7.78,,,,,,,,
E7-END-AW6-U,E7-END-AW6,Routine,E7-END,21,dry_return,groundwater,AW6,10.855,-0.88,,U,supplementary,6.5,833.0,648.0,,,,,133.0,102.3,57.38,174.77,,,,
E7-END-AW6-W,E7-END-AW6,Routine,E7-END,21,dry_return,groundwater,AW6,10.855,-0.88,,W,supplementary,6.5,833.0,648.0,,,,,,,,,,,-11.344081638778675,-2.9404666758221096
E7-END-AW7-A,E7-END-AW7,Routine,E7-END,21,dry_return,groundwater,AW7,10.853,-0.877,,A,supplementary,6.7,969.0,634.0,57.69,30.41,64.72,3.48,,,,,,,,
E7-END-AW7-U,E7-END-AW7,Routine,E7-END,21,dry_return,groundwater,AW7,10.853,-0.877,,U,supplementary,6.7,969.0,634.0,,,,,334.0,56.56,14.05,61.22,,,,
E7-END-AW7-W,E7-END-AW7,Routine,E7-END,21,dry_return,groundwater,AW7,10.853,-0.877,,W,supplementary,6.7,969.0,634.0,,,,,,,,,,,-14.801700958185512,-3.834839460564648
E7-END-AW8-A,E7-END-AW8,Routine,E7-END,21,dry_return,groundwater,AW8,10.851,-0.874,,A,supplementary,6.9,770.0,509.0,50.2,36.27,32.42,8.61,,,,,,,,
E7-END-AW8-U,E7-END-AW8,Routine,E7-END,21,dry_return,groundwater,AW8,10.851,-0.874,,U,supplementary,6.9,770.0,509.0,,,,,211.0,55.11,55.6,52.65,,,,
E7-END-AW8-W,E7-END-AW8,Routine,E7-END,21,dry_return,groundwater,AW8,10.851,-0.874,,W,supplementary,6.9,770.0,509.0,,,,,,,,,,,-10.58660159611436,-3.1843698537003897
E7-END-BH1-A,E7-END-BH1,Routine,E7-END,21,dry_return,groundwater,BH1,10.878,-0.915,,A,upgradient,7.4,640.0,457.0,46.34,37.19,36.83,1.51,,,,,,,,
E7-END-BH1-I,E7-END-BH1,Routine,E7-END,21,dry_return,groundwater,BH1,10.878,-0.915,,I,upgradient,7.4,640.0,457.0,,,,,,,,54.62,8.441871716103146,7.225824707090596,,
E7-END-BH1-U,E7-END-BH1,Routine,E7-END,21,dry_return,groundwater,BH1,10.878,-0.915,,U,upgradient,7.4,640.0,457.0,,,,,81.0,119.92,73.76,54.62,,,,
E7-END-BH1-W,E7-END-BH1,Routine,E7-END,21,dry_return,groundwater,BH1,10.878,-0.915,,W,upgradient,7.4,640.0,457.0,,,,,,,,,,,-13.351539735892498,-3.558622503106915
E7-END-BH2-A,E7-END-BH2,Routine,E7-END,21,dry_return,groundwater,BH2,10.875,-0.91,,A,downgradient,7.5,1170.0,776.0,101.19,31.71,51.85,1.8,,,,,,,,
E7-END-BH2-I,E7-END-BH2,Routine,E7-END,21,dry_return,groundwater,BH2,10.875,-0.91,,I,downgradient,7.5,1170.0,776.0,,,,,,,,53.22,12.050210761456231,8.036167313919787,,
E7-END-BH2-U,E7-END-BH2,Routine,E7-END,21,dry_return,groundwater,BH2,10.875,-0.91,,U,downgradient,7.5,1170.0,776.0,,,,,438.0,55.64,31.96,53.22,,,,
E7-END-BH2-W,E7-END-BH2,Routine,E7-END,21,dry_return,groundwater,BH2,10.875,-0.91,,W,downgradient,7.5,1170.0,776.0,,,,,,,,,,,-21.69522852957678,-4.325184514694355
E7-END-BH3-A,E7-END-BH3,Routine,E7-END,21,dry_return,groundwater,BH3,10.872,-0.905,,A,downgradient,7.2,1405.0,869.0,103.42,20.97,98.36,6.47,,,,,,,,
E7-END-BH3-I,E7-END-BH3,Routine,E7-END,21,dry_return,groundwater,BH3,10.872,-0.905,,I,downgradient,7.2,1405.0,869.0,,,,,,,,192.88,13.66619323771154,10.947142885847502,,
E7-END-BH3-U,E7-END-BH3,Routine,E7-END,21,dry_return,groundwater,BH3,10.872,-0.905,,U,downgradient,7.2,1405.0,869.0,,,,,311.0,57.17,71.66,192.88,,,,
E7-END-BH3-W,E7-END-BH3,Routine,E7-END,21,dry_return,groundwater,BH3,10.872,-0.905,,W,downgradient,7.2,1405.0,869.0,,,,,,,,,,,-18.750306953378,-3.9596474651393327
E7-END-BH4-A,E7-END-BH4,Routine,E7-END,21,dry_return,groundwater,BH4,10.869,-0.9,,A,downgradient,7.1,1146.0,774.0,113.2,40.44,23.45,8.54,,,,,,,,
E7-END-BH4-I,E7-END-BH4,Routine,E7-END,21,dry_return,groundwater,BH4,10.869,-0.9,,I,downgradient,7.1,1146.0,774.0,,,,,,,,146.92,11.26391576532438,12.527200343020075,,
E7-END-BH4-U,E7-END-BH4,Routine,E7-END,21,dry_return,groundwater,BH4,10.869,-0.9,,U,downgradient,7.1,1146.0,774.0,,,,,363.0,38.68,29.76,146.92,,,,
E7-END-BH4-W,E7-END-BH4,Routine,E7-END,21,dry_return,groundwater,BH4,10.869,-0.9,,W,downgradient,7.1,1146.0,774.0,,,,,,,,,,,-17.144359644976632,-4.063929120901051
E7-END-L1-30cm-A,E7-END-L1-30,Routine,E7-END,21,dry_return,soil_water,L1,10.892,-0.928,30.0,A,high_input,6.2,874.0,515.0,75.23,8.77,44.83,6.69,,,,,,,,
E7-END-L1-30cm-I,E7-END-L1-30,Routine,E7-END,21,dry_return,soil_water,L1,10.892,-0.928,30.0,I,high_input,6.2,874.0,515.0,,,,,,,,71.33,0.737623594249377,10.798020184357703,,
